,activity,x-axis,y-axis,z-axis
949410,Jogging,-13.82,-8.05,7.06
949411,Jogging,-18.54,-1.73,0.19
949412,Jogging,-9.58,3.6,2.6
949413,Jogging,-3.41,10.42,9.34
949414,Jogging,-0.11,7.82,2.64
949415,Jogging,-0.04,0.46,-0.11
949416,Jogging,-17.86,0.69,0.99
949417,Jogging,-19.61,-17.27,0.04
949418,Jogging,-9.7,-15.7,7.46
949419,Jogging,0.31,-3.57,-1.33
949420,Jogging,6.93,-3.57,4.14
949421,Jogging,8.24,6.09,10.65
949422,Jogging,-2.07,1.04,-14.86
949423,Jogging,-10.8,-2.49,1.08
949424,Jogging,-18.85,-13.29,-0.27
949425,Jogging,-16.28,-9.15,-3.53
949426,Jogging,-16.7,-6.97,1.31
949427,Jogging,-9.7,2.22,5.67
949428,Jogging,-7.46,6.4,2.87
949429,Jogging,-0.8,9.7,6.47
949430,Jogging,0.42,5.63,2.26
949431,Jogging,-9.96,0.8,-3.21
949432,Jogging,-19.61,-11.45,-0.61
949433,Jogging,-14.52,-18.69,7.08
949434,Jogging,-0.91,-5.48,1.61
949435,Jogging,2.76,-3.95,-3.83
949436,Jogging,15.66,0.69,13.8
949437,Jogging,0.72,1.23,-13.25
949438,Jogging,-6.66,0.69,-2.87
949439,Jogging,-19.15,-10.31,-0.42
949440,Jogging,-10.69,-11.03,4.02
949441,Jogging,-17.69,-6.82,3.15
949442,Jogging,-12.72,-0.04,-4.52
949443,Jogging,-7.97,6.17,12.98
949444,Jogging,-3.15,9.3,6.28
949445,Jogging,-0.08,4.56,0.99
949446,Jogging,-12.41,-0.15,-1.76
949447,Jogging,-19.61,-10.65,-4.59
949448,Jogging,-12.49,-15.47,15.98
949449,Jogging,-0.84,-5.24,-1.65
949450,Jogging,8.47,-6.02,-0.8
949451,Jogging,12.41,5.94,14.44
949452,Jogging,-1.84,2.11,-16.66
949453,Jogging,-13.53,-2.96,-1.12
949454,Jogging,-16.7,-16.59,8.81
949455,Jogging,-16.32,-10.72,-1.5
949456,Jogging,-18.77,-5.52,0.5
949457,Jogging,-10.31,3.72,-0.34
949458,Jogging,-6.05,8.39,11.22
949459,Jogging,-3.15,8.69,2.96
949460,Jogging,0.99,2.6,0.8
949461,Jogging,-10.46,0.04,-1.69
949462,Jogging,-19.61,-13.78,-2.68
949463,Jogging,-12.72,-18.16,12.57
949464,Jogging,-0.11,-6.66,-1.08
949465,Jogging,10.99,-6.97,5.24
949466,Jogging,6.55,5.33,9.81
949467,Jogging,-3.36,0.65,-13.25
949468,Jogging,-7.89,-1.08,0.46
949469,Jogging,-18.85,-13.57,-1.31
949470,Jogging,-13.02,-8.66,-2.6
949471,Jogging,-14.14,-7.82,0.42
949472,Jogging,-10.65,-0.89,3.45
949473,Jogging,-8.73,2.72,6.82
949474,Jogging,-8.73,2.72,6.82
949475,Jogging,-2.26,10.04,5.71
949476,Jogging,0.76,4.33,-1.12
949477,Jogging,-16.02,0.0,-1.99
949478,Jogging,-19.61,-18.96,3.68
949479,Jogging,-5.63,-10.99,7.63
949480,Jogging,0.65,-6.51,-3.79
949481,Jogging,14.67,-2.96,12.37
949482,Jogging,0.93,2.72,-4.9
949483,Jogging,-5.33,2.96,-3.64
949484,Jogging,-14.14,-9.49,-5.24
949485,Jogging,-10.84,-16.4,9.7
949486,Jogging,-15.85,-7.89,-1.38
949487,Jogging,-17.16,-1.5,4.71
949488,Jogging,-7.01,4.18,2.72
949489,Jogging,-6.28,6.21,4.79
949490,Jogging,-0.3,9.85,3.72
949491,Jogging,0.76,2.41,-1.84
949492,Jogging,-17.2,1.12,-2.79
949493,Jogging,-19.61,-18.81,3.72
949494,Jogging,-5.09,-10.27,7.16
949495,Jogging,0.11,-7.86,-2.83
949496,Jogging,15.09,0.53,16.74
949497,Jogging,0.27,1.65,-12.79
949498,Jogging,-10.08,0.57,-4.06
949499,Jogging,-18.89,-9.7,-0.15
949500,Jogging,-12.6,-7.97,-1.31
949501,Jogging,-16.21,-11.41,-2.53
949502,Jogging,-9.72,1.04,5.94
949503,Jogging,-8.73,4.63,4.56
949504,Jogging,-0.95,8.16,5.6
949505,Jogging,1.54,6.13,3.15
949506,Jogging,-9.49,0.23,-0.38
949507,Jogging,-9.49,0.23,-0.38
949508,Jogging,-19.61,-12.3,-2.96
949509,Jogging,-8.24,-16.13,9.85
949510,Jogging,1.18,-7.08,-3.95
949511,Jogging,12.76,-4.37,9.3
949512,Jogging,2.53,5.01,0.61
949513,Jogging,-8.77,3.57,-11.54
949514,Jogging,-18.96,-1.69,0.04
949515,Jogging,-14.33,-12.07,-2.45
949516,Jogging,-15.66,-10.23,-0.61
949517,Jogging,-13.91,-3.06,1.08
949518,Jogging,-7.59,3.34,6.17
949519,Jogging,-3.91,7.46,5.24
949520,Jogging,-1.42,8.66,4.44
949521,Jogging,-8.81,0.69,-0.19
949522,Jogging,-19.61,-6.21,-8.27
949523,Jogging,-12.83,-18.77,15.64
949524,Jogging,-1.42,-5.63,0.04
949525,Jogging,2.76,-2.96,-3.06
949526,Jogging,15.05,5.22,13.53
949527,Jogging,-0.3,2.37,-10.19
949528,Jogging,-10.57,-9.23,-4.18
949529,Jogging,-13.29,-14.56,9.85
949530,Jogging,-15.51,-8.73,-5.52
949531,Jogging,-17.27,-6.51,2.79
949532,Jogging,-11.5,0.38,1.33
949533,Jogging,-5.63,8.43,8.54
949534,Jogging,-2.96,8.77,1.88
949535,Jogging,0.84,2.96,1.95
949536,Jogging,-15.32,-0.5,-0.72
949537,Jogging,-19.61,-14.25,-1.65
949538,Jogging,-12.3,-17.92,8.85
949539,Jogging,0.57,-7.4,-1.08
949540,Jogging,11.22,-5.98,5.13
949541,Jogging,6.17,6.13,10.46
949542,Jogging,-5.52,0.72,-13.59
949543,Jogging,-2.75,0.11,1.38
949544,Jogging,-17.82,-14.9,-0.65
949545,Jogging,-9.08,-11.8,6.51
949546,Jogging,-14.18,-7.7,-2.22
949547,Jogging,-10.04,-0.72,3.76
949548,Jogging,-9.34,4.1,4.06
949549,Jogging,-2.87,6.74,6.63
949550,Jogging,0.46,5.67,1.95
949551,Jogging,-11.69,0.93,-1.31
949552,Jogging,-19.61,-9.23,-3.06
949553,Jogging,-12.79,-17.16,13.4
949554,Jogging,-1.73,-7.5,-1.08
949555,Jogging,6.7,-4.9,1.8
949556,Jogging,8.35,7.74,12.11
949557,Jogging,-5.05,3.21,-16.36
949558,Jogging,-5.05,3.21,-16.36
949559,Jogging,-12.41,-3.72,0.99
949560,Jogging,-15.7,-15.79,2.64
949561,Jogging,-11.69,-12.53,-6.21
949562,Jogging,-18.81,-4.25,1.76
949563,Jogging,-12.18,3.49,5.41
949564,Jogging,-3.6,7.4,5.37
949565,Jogging,-1.33,7.55,2.96
949566,Jogging,-3.87,-0.38,-1.8
949567,Jogging,-19.04,-2.49,-0.8
949568,Jogging,-18.85,-19.61,4.06
949569,Jogging,-3.02,-5.79,4.4
949570,Jogging,0.84,-4.63,-4.02
949571,Jogging,13.06,1.54,6.7
949572,Jogging,4.63,4.71,-1.14
949573,Jogging,-4.82,1.27,-6.93
949574,Jogging,-15.05,-14.9,0.8
949575,Jogging,-11.11,-13.59,6.97
949576,Jogging,-16.93,-10.65,2.11
949577,Jogging,-10.95,-3.57,-0.53
949578,Jogging,-10.38,2.07,2.49
949579,Jogging,-5.6,7.01,7.5
949580,Jogging,-2.45,9.96,3.79
949581,Jogging,0.99,1.46,-2.26
949582,Jogging,-16.13,-2.91,-0.89
949583,Jogging,-18.05,-19.61,8.81
949584,Jogging,-1.76,-5.48,1.31
949585,Jogging,3.99,-3.15,-3.68
949586,Jogging,3.99,-3.15,-3.68
949587,Jogging,11.56,8.58,10.95
949588,Jogging,-4.52,2.83,-15.94
949589,Jogging,-3.34,-6.4,4.52
949590,Jogging,-19.61,-18.47,-6.36
949591,Jogging,-15.13,-12.22,-0.15
949592,Jogging,-11.33,-4.4,6.4
949593,Jogging,-9.19,-2.45,1.46
949594,Jogging,-7.12,4.29,3.34
949595,Jogging,-2.22,9.85,6.36
949596,Jogging,1.88,3.95,-1.88
949597,Jogging,-15.17,-2.83,-0.3
949598,Jogging,-19.57,-19.3,1.88
949599,Jogging,-4.21,-11.73,5.75
949600,Jogging,2.18,-4.86,-2.45
949601,Jogging,12.76,1.61,5.94
949602,Jogging,-0.76,4.94,-7.27
949603,Jogging,-3.83,-0.08,-0.89
949604,Jogging,-11.84,-14.14,1.69
949605,Jogging,-19.38,-18.28,-1.69
949606,Jogging,-12.72,-12.6,3.83
949607,Jogging,-7.44,-4.33,2.3
949608,Jogging,-7.16,0.53,3.64
949609,Jogging,-4.82,3.83,4.71
949610,Jogging,-2.22,7.35,4.48
949611,Jogging,-5.01,-0.76,-1.5
949612,Jogging,-19.38,-8.69,1.33
949613,Jogging,-12.34,-17.67,7.08
949614,Jogging,-12.34,-17.67,7.08
949615,Jogging,1.5,-4.67,-1.27
949616,Jogging,5.6,0.89,0.31
949617,Jogging,-0.38,9.85,-0.3
949618,Jogging,-4.59,1.42,-5.13
949619,Jogging,-7.08,-14.37,1.65
949620,Jogging,-13.38,-17.92,3.53
949621,Jogging,-7.89,-12.87,-4.18
949622,Jogging,-11.5,-7.44,7.12
949623,Jogging,-9.58,-3.06,5.56
949624,Jogging,-4.56,4.9,2.72
949625,Jogging,-4.48,8.62,4.18
949626,Jogging,-1.88,0.69,-1.18
949627,Jogging,-17.88,-14.21,1.65
949628,Jogging,-19.04,-19.61,-2.37
949629,Jogging,0.65,-7.04,-0.08
949630,Jogging,2.91,-2.96,-2.22
949631,Jogging,14.94,7.67,-0.91
949632,Jogging,2.96,0.53,-0.11
949633,Jogging,1.57,-1.12,-5.41
949634,Jogging,-9.3,-17.92,-2.18
949635,Jogging,-8.62,-18.81,2.76
949636,Jogging,-14.63,-15.36,5.9
949637,Jogging,-12.26,-8.24,0.95
949638,Jogging,-5.37,3.49,2.56
949639,Jogging,-6.09,6.24,4.71
949640,Jogging,-1.61,1.54,0.65
949641,Jogging,-10.95,-10.15,-1.88
949642,Jogging,-10.95,-10.15,-1.88
949643,Jogging,-17.43,-19.61,4.1
949644,Jogging,2.3,-6.02,-0.76
949645,Jogging,1.95,-2.14,-1.08
949646,Jogging,13.59,12.22,-5.82
949647,Jogging,-1.04,5.79,-0.5
949648,Jogging,-1.76,1.12,-6.09
949649,Jogging,-4.02,-16.59,-3.02
949650,Jogging,-4.18,-19.61,6.59
949651,Jogging,-5.63,-17.88,-0.57
949652,Jogging,-4.9,-11.54,0.53
949653,Jogging,-5.79,-1.08,7.01
949654,Jogging,-5.79,3.21,3.95
949655,Jogging,-3.53,3.91,0.76
949656,Jogging,-3.36,-6.24,-2.53
949657,Jogging,-15.43,-19.61,-1.73
949658,Jogging,-9.23,-15.36,7.01
949659,Jogging,-0.23,-5.18,-0.23
949660,Jogging,2.79,0.08,-2.34
949661,Jogging,10.15,10.8,-6.7
949662,Jogging,-1.42,4.67,4.99
949663,Jogging,-0.15,-1.33,0.76
949664,Jogging,-2.72,-18.73,-2.3
949665,Jogging,1.95,-19.38,-0.15
949666,Jogging,2.26,-14.98,-0.61
949667,Jogging,-1.95,-7.4,6.63
949668,Jogging,-5.86,-7.16,4.75
949669,Jogging,-7.31,0.38,5.79
949670,Jogging,-6.51,5.05,-0.89
949671,Jogging,-3.72,-8.43,-3.06
949672,Jogging,-13.99,-19.61,-4.1
949673,Jogging,-3.87,-17.16,3.6
949674,Jogging,3.45,-5.98,-0.15
949675,Jogging,5.79,0.95,-1.14
949676,Jogging,9.72,13.57,4.06
949677,Jogging,-4.94,-2.26,-11.18
949678,Jogging,-0.3,-1.31,1.73
949679,Jogging,-0.3,-18.47,-3.64
949680,Jogging,10.8,-18.43,0.38
949681,Jogging,3.79,-14.94,3.41
949682,Jogging,-0.15,-11.37,5.22
949683,Jogging,-4.82,-5.9,6.24
949684,Jogging,-6.21,-0.23,6.55
949685,Jogging,-3.26,2.41,-1.14
949686,Jogging,-4.33,-10.88,-3.53
949687,Jogging,-6.85,-19.61,2.56
949688,Jogging,6.09,-7.16,-0.91
949689,Jogging,5.13,-1.12,-3.49
949690,Jogging,8.62,8.05,-2.87
949691,Jogging,0.72,5.52,8.2
949692,Jogging,-4.94,-4.48,-8.31
949693,Jogging,4.14,-14.1,0.34
949694,Jogging,4.14,-19.61,-0.89
949695,Jogging,3.79,-19.04,-2.03
949696,Jogging,-4.99,-11.54,8.89
949697,Jogging,-6.09,-5.86,8.16
949698,Jogging,-5.24,-0.15,3.76
949699,Jogging,-3.76,3.26,2.41
949700,Jogging,-1.65,-4.94,-3.83
949701,Jogging,-8.85,-19.27,2.72
949702,Jogging,-4.44,-18.28,1.65
949703,Jogging,4.29,-6.17,-0.08
949704,Jogging,4.29,-6.17,-0.08
949705,Jogging,5.24,0.46,-0.76
949706,Jogging,4.14,13.95,10.31
949707,Jogging,-7.59,-3.49,-14.06
949708,Jogging,2.22,-7.74,3.91
949709,Jogging,8.39,-19.61,-4.79
949710,Jogging,11.88,-14.71,-4.06
949711,Jogging,5.22,-12.79,8.96
949712,Jogging,1.08,-4.4,5.43
949713,Jogging,-2.34,-6.93,0.72
949714,Jogging,-6.63,-0.53,6.85
949715,Jogging,-0.65,-1.42,-2.96
949716,Jogging,0.42,-18.07,2.41
949717,Jogging,13.06,-14.82,0.57
949718,Jogging,5.09,-1.95,-0.8
949719,Jogging,3.76,1.65,-1.95
949720,Jogging,6.28,14.52,0.89
949721,Jogging,-2.91,-0.42,-4.37
949722,Jogging,0.04,-1.53,-4.94
949723,Jogging,13.18,-17.92,0.42
949724,Jogging,12.26,-17.82,-1.42
949725,Jogging,5.71,-12.56,3.17
949726,Jogging,2.91,-13.44,7.55
949727,Jogging,-2.22,-5.05,8.08
949728,Jogging,-2.72,-2.03,1.5
949729,Jogging,-5.48,1.27,1.33
949730,Jogging,-2.34,-5.05,-2.98
949731,Jogging,-1.27,-19.57,2.49
949732,Jogging,10.99,-15.75,2.91
949733,Jogging,5.41,-4.21,-1.31
949734,Jogging,4.33,0.15,-1.95
949735,Jogging,6.36,14.98,4.79
949736,Jogging,-6.85,-1.53,-6.13
949737,Jogging,-1.84,-2.49,-0.15
949738,Jogging,11.69,-18.35,0.84
949739,Jogging,12.34,-15.62,-1.84
949740,Jogging,9.23,-12.15,-4.44
949741,Jogging,5.01,-15.24,11.92
949742,Jogging,-0.42,-7.82,5.28
949743,Jogging,-1.92,-4.59,0.19
949744,Jogging,-5.9,-1.61,5.28
949745,Jogging,-0.84,-4.86,-4.52
949746,Jogging,5.33,-19.23,2.56
949747,Jogging,19.5,-17.08,1.95
949748,Jogging,7.74,-0.34,-1.8
949749,Jogging,4.48,1.57,-2.53
949750,Jogging,3.53,16.51,7.16
949751,Jogging,-5.37,-0.84,1.46
949752,Jogging,-2.91,-4.9,-3.15
949753,Jogging,16.21,-19.38,-0.99
949754,Jogging,10.04,-14.02,-3.49
949755,Jogging,12.57,-14.63,-2.49
949756,Jogging,5.9,-14.29,10.12
949757,Jogging,2.56,-9.28,-0.57
949758,Jogging,-2.6,-7.08,3.02
949759,Jogging,-5.94,-3.57,8.66
949760,Jogging,-3.72,-2.68,-5.33
949761,Jogging,1.33,-18.54,1.31
949762,Jogging,18.35,-19.34,-0.04
949763,Jogging,11.11,-2.53,-1.33
949764,Jogging,6.32,2.41,-1.53
949765,Jogging,6.28,16.7,0.72
949766,Jogging,-1.99,0.8,6.97
949767,Jogging,-0.57,-6.09,-8.62
949768,Jogging,12.03,-19.15,-1.31
949769,Jogging,12.83,-13.91,1.73
949770,Jogging,10.99,-14.06,-4.18
949771,Jogging,5.83,-16.24,7.63
949772,Jogging,0.76,-11.11,3.17
949773,Jogging,-0.95,-5.43,-0.57
949774,Jogging,-8.2,0.11,6.17
949775,Jogging,-2.98,-1.73,-4.67
949776,Jogging,2.53,-18.58,4.1
949777,Jogging,19.53,-17.2,1.38
949778,Jogging,9.72,0.5,-3.21
949779,Jogging,5.9,2.68,-1.69
949780,Jogging,5.01,15.21,1.18
949781,Jogging,-3.83,-2.96,1.88
949782,Jogging,-2.37,-3.83,-4.63
949783,Jogging,15.02,-15.7,-0.99
949784,Jogging,14.14,-15.7,-0.08
949785,Jogging,8.96,-12.49,-2.56
949786,Jogging,6.85,-19.34,3.99
949787,Jogging,-3.49,-4.4,7.06
949788,Jogging,-3.6,-6.63,3.06
949789,Jogging,-5.9,1.23,2.76
949790,Jogging,-0.8,-4.02,-6.05
949791,Jogging,3.87,-19.57,3.87
949792,Jogging,19.5,-16.47,1.92
949793,Jogging,10.84,-0.42,-1.69
949794,Jogging,7.4,2.83,-0.23
949795,Jogging,1.65,16.78,9.7
949796,Jogging,1.65,16.78,9.7
949797,Jogging,1.65,16.78,9.7
949798,Jogging,-4.82,-5.71,-1.14
949799,Jogging,13.48,-18.35,1.23
949800,Jogging,11.11,-10.08,-4.21
949801,Jogging,10.8,-15.21,1.99
949802,Jogging,3.99,-9.19,6.05
949803,Jogging,-0.99,-7.01,-0.46
949804,Jogging,-7.65,-2.83,8.73
949805,Jogging,-4.33,0.23,-4.06
949806,Jogging,-0.42,-15.01,-2.45
949807,Jogging,17.08,-19.61,-0.46
949808,Jogging,10.12,-2.98,-0.42
949809,Jogging,6.13,0.23,-3.11
949810,Jogging,5.94,9.08,-1.14
949811,Jogging,-3.53,7.01,12.3
949812,Jogging,-2.79,-4.71,-8.43
949813,Jogging,12.26,-16.7,-4.59
949814,Jogging,15.75,-15.98,1.46
949815,Jogging,10.04,-12.53,0.08
949816,Jogging,6.4,-18.58,5.9
949817,Jogging,-2.37,-4.94,6.05
949818,Jogging,-1.76,-6.28,0.99
949819,Jogging,-5.86,-0.53,3.45
949820,Jogging,-4.1,0.08,-3.53
949821,Jogging,-1.53,-16.82,1.46
949822,Jogging,18.16,-16.89,1.04
949823,Jogging,8.54,-1.23,-2.3
949824,Jogging,5.83,0.72,-1.08
949825,Jogging,5.83,0.72,-1.08
949826,Jogging,6.21,12.49,-3.21
949827,Jogging,-1.76,2.87,9.0
949828,Jogging,9.0,-7.44,-13.4
949829,Jogging,15.36,-16.74,4.25
949830,Jogging,8.24,-13.29,3.02
949831,Jogging,5.98,-18.24,1.73
949832,Jogging,-0.57,-8.31,6.44
949833,Jogging,-2.45,-8.62,0.69
949834,Jogging,-6.63,-0.3,7.06
949835,Jogging,-2.11,-19.46,3.17
949836,Jogging,4.02,-19.46,3.17
949837,Jogging,17.88,-16.55,-0.11
949838,Jogging,6.89,-1.5,-1.12
949839,Jogging,5.22,2.15,-2.37
949840,Jogging,7.01,16.93,3.72
949841,Jogging,-3.72,0.04,3.15
949842,Jogging,-3.72,0.04,3.15
949843,Jogging,1.04,-9.96,-8.35
949844,Jogging,16.74,-17.01,0.31
949845,Jogging,9.81,-12.56,-3.64
949846,Jogging,6.24,-18.43,9.58
949847,Jogging,0.31,-6.55,4.14
949848,Jogging,-1.84,-7.78,2.3
949849,Jogging,-6.05,-0.46,4.75
949850,Jogging,-2.6,1.65,-2.6
949851,Jogging,-3.6,-17.97,3.15
949852,Jogging,16.82,-17.39,2.3
949853,Jogging,7.78,-4.33,-1.73
949854,Jogging,5.09,0.5,-1.73
949855,Jogging,5.79,12.45,-1.42
949856,Jogging,-0.8,-1.95,6.13
949857,Jogging,-0.69,-1.61,-9.08
949858,Jogging,-0.69,-1.61,-9.08
949859,Jogging,14.6,-18.62,-1.53
949860,Jogging,11.75,-18.66,-1.53
949861,Jogging,6.21,-18.85,8.81
949862,Jogging,4.4,-10.53,1.14
949863,Jogging,-0.5,-8.35,4.18
949864,Jogging,-6.66,-2.87,9.0
949865,Jogging,-5.41,3.87,-3.45
949866,Jogging,-2.68,-12.49,-6.02
949867,Jogging,13.1,-18.73,-1.57
949868,Jogging,8.77,-2.56,-1.5
949869,Jogging,6.51,0.72,-2.37
949870,Jogging,6.51,0.72,-2.37
949871,Jogging,10.19,13.21,-0.76
949872,Jogging,-1.69,-0.3,-0.84
949873,Jogging,3.6,-10.08,-6.7
949874,Jogging,18.62,-19.61,1.73
949875,Jogging,8.96,-15.09,-2.83
949876,Jogging,1.61,-16.4,11.14
949877,Jogging,-3.45,-7.86,8.47
949878,Jogging,-4.63,-3.91,3.21
949879,Jogging,-5.18,2.83,2.15
949880,Jogging,-1.42,-6.66,-3.64
949881,Jogging,6.36,-19.61,2.6
949882,Jogging,9.23,-13.02,0.0
949883,Jogging,5.37,-1.92,-2.83
949884,Jogging,4.99,5.6,-1.76
949885,Jogging,7.35,14.41,14.1
949886,Jogging,-1.5,-1.61,-10.42
949887,Jogging,-1.5,-1.61,-10.42
949888,Jogging,3.41,-3.87,-6.89
949889,Jogging,10.99,-19.61,3.76
949890,Jogging,6.44,-14.63,-2.26
949891,Jogging,0.08,-17.39,10.76
949892,Jogging,-0.08,-10.8,0.61
949893,Jogging,-6.74,-4.33,1.42
949894,Jogging,-6.63,1.14,5.86
949895,Jogging,-1.04,-1.53,-3.64
949896,Jogging,-1.84,-18.96,2.98
949897,Jogging,3.02,-18.77,0.0
949898,Jogging,5.98,-5.6,-0.99
949899,Jogging,5.86,-1.31,-0.84
949900,Jogging,6.66,8.47,-2.98
949901,Jogging,-2.14,7.86,4.9
949902,Jogging,-4.52,-0.91,-3.26
949903,Jogging,5.75,-14.06,-0.89
949904,Jogging,16.13,-17.05,-2.26
949905,Jogging,6.89,-11.54,-5.37
949906,Jogging,5.79,-18.92,5.56
949907,Jogging,3.02,-7.46,8.12
949908,Jogging,-2.87,-8.96,3.49
949909,Jogging,-6.4,-2.98,5.48
949910,Jogging,-5.09,2.56,-2.83
949911,Jogging,-5.09,2.56,-2.83
949912,Jogging,-0.72,-12.41,-4.4
949913,Jogging,10.99,-19.46,-0.08
949914,Jogging,8.62,-4.59,-1.23
949915,Jogging,6.44,-0.04,-1.65
949916,Jogging,6.82,16.32,8.24
949917,Jogging,-4.37,0.38,-8.01
949918,Jogging,-1.8,-11.95,-7.25
949919,Jogging,14.56,-19.42,4.21
949920,Jogging,9.92,-12.41,-4.25
949921,Jogging,8.43,-17.67,-0.04
949922,Jogging,1.69,-13.06,5.01
949923,Jogging,-3.72,-9.19,3.11
949924,Jogging,-4.82,-3.6,5.71
949925,Jogging,-6.93,4.02,1.18
949926,Jogging,-0.11,-2.18,-5.94
949927,Jogging,3.49,-19.04,3.76
949928,Jogging,14.82,-11.14,5.13
949929,Jogging,7.06,-1.53,-1.8
949930,Jogging,3.53,2.37,-1.14
949931,Jogging,0.08,11.11,1.42
949932,Jogging,-4.71,1.12,-3.49
949933,Jogging,3.6,-1.14,-0.42
949934,Jogging,16.55,-18.54,-2.87
949935,Jogging,14.33,-16.32,-1.69
949936,Jogging,5.22,-10.15,-0.08
949937,Jogging,5.22,-10.15,-0.08
949938,Jogging,2.41,-13.53,8.35
949939,Jogging,-2.72,-8.81,2.91
949940,Jogging,-6.47,-1.18,7.01
949941,Jogging,-3.21,3.21,-1.92
949942,Jogging,0.23,-10.8,-5.37
949943,Jogging,10.42,-19.61,4.37
949944,Jogging,7.5,-5.43,1.73
949945,Jogging,4.86,-3.26,-1.76
949946,Jogging,3.91,4.75,-3.76
949947,Jogging,-2.03,11.18,10.8
949948,Jogging,-3.57,-1.57,-6.13
949949,Jogging,8.08,-8.39,-1.46
949950,Jogging,13.53,-19.61,0.04
949951,Jogging,7.5,-11.07,-2.83
949952,Jogging,3.49,-15.32,12.91
949953,Jogging,1.31,-11.54,0.57
949954,Jogging,-2.49,-5.28,1.23
949955,Jogging,-8.73,0.34,7.82
949956,Jogging,-3.17,0.38,-3.72
949957,Jogging,-1.04,-16.32,-3.72
949958,Jogging,8.35,-19.61,0.31
949959,Jogging,9.53,-5.56,-1.42
949960,Jogging,6.28,-1.08,-1.33
949961,Jogging,6.21,10.61,-1.23
949962,Jogging,-4.67,2.72,1.5
949963,Jogging,-5.79,-2.6,-3.95
949964,Jogging,5.18,-14.6,1.84
949965,Jogging,17.73,-18.12,-3.36
949966,Jogging,8.2,-12.41,-1.92
949967,Jogging,5.75,-17.54,2.18
949968,Jogging,0.61,-8.54,8.39
949969,Jogging,-2.49,-8.77,1.76
949970,Jogging,-8.43,-0.04,5.01
949971,Jogging,-2.83,0.57,-3.68
949972,Jogging,0.46,-16.24,-3.36
949973,Jogging,15.79,-19.61,0.95
949974,Jogging,15.79,-19.61,0.95
949975,Jogging,8.24,-5.18,8.43
949976,Jogging,0.99,16.97,8.43
949977,Jogging,0.99,16.97,8.43
949978,Jogging,-6.82,-4.86,-9.58
949979,Jogging,0.04,-5.43,-0.04
949980,Jogging,13.33,-19.57,-0.34
949981,Jogging,11.07,-15.32,-2.72
949982,Jogging,8.43,-13.78,-0.42
949983,Jogging,3.11,-13.4,10.12
949984,Jogging,-1.53,-10.61,2.07
949985,Jogging,-3.36,-3.64,3.57
949986,Jogging,-7.04,2.64,0.34
949987,Jogging,-2.56,-1.88,-4.59
949988,Jogging,-0.11,-19.0,3.02
949989,Jogging,15.75,-16.82,0.69
949990,Jogging,5.79,-4.1,-2.11
949991,Jogging,4.56,0.5,-0.61
949992,Jogging,2.87,16.93,4.9
949993,Jogging,-4.25,-0.46,-0.84
949994,Jogging,-0.72,-1.99,-0.57
949995,Jogging,16.47,-18.96,-2.98
949996,Jogging,10.92,-16.36,-2.79
949997,Jogging,7.5,-10.84,-1.08
949998,Jogging,2.07,-16.28,6.36
949999,Jogging,0.34,-10.46,4.14
950000,Jogging,-4.06,-5.52,2.87
950001,Jogging,-6.63,2.15,1.12
950002,Jogging,-2.18,-5.48,-4.25
950003,Jogging,0.65,-19.04,2.26
950004,Jogging,11.5,-16.44,-0.84
950005,Jogging,6.13,-2.14,-1.14
950006,Jogging,6.02,4.44,-1.12
950007,Jogging,2.49,15.21,11.75
950008,Jogging,-4.06,-2.11,-8.16
950009,Jogging,2.79,-9.92,-5.79
950010,Jogging,14.94,-19.3,1.76
950011,Jogging,7.27,-9.66,-1.23
950012,Jogging,7.21,-13.95,-2.11
950013,Jogging,4.79,-13.1,11.45
950014,Jogging,1.88,-9.11,-2.03
950015,Jogging,-5.37,-2.18,9.04
950016,Jogging,-7.55,0.69,-2.68
950017,Jogging,-3.06,-2.26,-4.33
950018,Jogging,-0.57,-18.77,-2.18
950019,Jogging,16.82,-14.25,4.33
950020,Jogging,8.5,-0.57,-2.72
950021,Jogging,5.79,1.23,-0.19
950022,Jogging,3.34,18.12,11.35
950023,Jogging,-3.79,-2.07,-4.75
950024,Jogging,-1.99,-9.53,-6.4
950025,Jogging,14.63,-19.61,2.91
950026,Jogging,10.15,-8.58,-2.75
950027,Jogging,10.46,-16.13,-1.31
950028,Jogging,3.3,-12.26,8.5
950029,Jogging,-0.91,-7.93,3.79
950030,Jogging,-2.96,-7.16,8.05
950031,Jogging,-5.43,0.42,0.84
950032,Jogging,0.53,-7.86,-4.9
950033,Jogging,0.53,-7.86,-4.9
950034,Jogging,9.62,-19.61,4.44
950035,Jogging,14.79,-6.78,2.3
950036,Jogging,7.59,-0.72,-0.53
950037,Jogging,4.6,4.56,-0.99
950038,Jogging,-3.87,8.58,11.6
950039,Jogging,0.84,-3.76,-9.66
950040,Jogging,17.69,-19.61,-2.03
950041,Jogging,10.95,-14.37,0.53
950042,Jogging,8.66,-14.82,0.23
950043,Jogging,4.9,-13.38,3.64
950044,Jogging,-1.46,-6.82,6.85
950045,Jogging,-3.53,-5.09,4.4
950046,Jogging,-5.98,1.8,0.95
950047,Jogging,-5.98,1.8,0.95
950048,Jogging,-1.53,-9.08,-4.59
950049,Jogging,18.28,-19.61,0.61
950050,Jogging,10.61,-0.46,-2.07
950051,Jogging,6.09,2.87,-1.69
950052,Jogging,5.86,16.82,7.89
